OBJ: TObjArray	TObjArray	An array of objects : 0
 OBJ: TBranch	Flag_goodVertices_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a0fe00
 OBJ: TBranch	Flag_eeBadScFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a11ef0
 OBJ: TBranch	Flag_ecalLaserCorrFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a13fe0
 OBJ: TBranch	Flag_trkPOGFilters_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a160d0
 OBJ: TBranch	Flag_chargedHadronTrackResolutionFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a181c0
 OBJ: TBranch	Flag_muonBadTrackFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a1a2e0
 OBJ: TBranch	Flag_BadChargedCandidateFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a1c3d0
 OBJ: TBranch	Flag_BadPFMuonFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a1e4f0
 OBJ: TBranch	Flag_BadChargedCandidateSummer16Filter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a205e0
 OBJ: TBranch	Flag_BadPFMuonSummer16Filter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a22700
 OBJ: TBranch	Flag_trkPOG_manystripclus53X_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a24820
 OBJ: TBranch	Flag_trkPOG_toomanystripclus53X_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a26940
 OBJ: TBranch	Flag_trkPOG_logErrorTooManyClusters_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a28a60
 OBJ: TBranch	Flag_METFilters_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a2ab80
 OBJ: TBranch	HLTriggerFirstPath	Trigger/flag bit (process: HLT) : 0 at: 0x6a2cc70
 OBJ: TBranch	HLT_AK8PFJet360_TrimMass30	Trigger/flag bit (process: HLT) : 0 at: 0x6a2ed50
 OBJ: TBranch	HLT_AK8PFJet380_TrimMass30	Trigger/flag bit (process: HLT) : 0 at: 0x6a30e30
 OBJ: TBranch	HLT_AK8PFJet400_TrimMass30	Trigger/flag bit (process: HLT) : 0 at: 0x6a32f10
 OBJ: TBranch	HLT_AK8PFJet420_TrimMass30	Trigger/flag bit (process: HLT) : 0 at: 0x6a34ff0
 OBJ: TBranch	HLT_AK8PFHT750_TrimMass50	Trigger/flag bit (process: HLT) : 0 at: 0x6a370d0
 OBJ: TBranch	HLT_AK8PFHT800_TrimMass50	Trigger/flag bit (process: HLT) : 0 at: 0x6a391b0
 OBJ: TBranch	HLT_AK8PFHT850_TrimMass50	Trigger/flag bit (process: HLT) : 0 at: 0x6a3b290
 OBJ: TBranch	HLT_AK8PFHT900_TrimMass50	Trigger/flag bit (process: HLT) : 0 at: 0x6a3d370
 OBJ: TBranch	HLT_CaloJet500_NoJetID	Trigger/flag bit (process: HLT) : 0 at: 0x6a3f450
 OBJ: TBranch	HLT_CaloJet550_NoJetID	Trigger/flag bit (process: HLT) : 0 at: 0x6a41530
 OBJ: TBranch	HLT_Trimuon5_3p5_2_Upsilon_Muon	Trigger/flag bit (process: HLT) : 0 at: 0x6a43610
 OBJ: TBranch	HLT_DoubleEle33_CaloIdL_MW	Trigger/flag bit (process: HLT) : 0 at: 0x6a456f0
 OBJ: TBranch	HLT_DoubleEle24_eta2p1_WPTight_Gsf	Trigger/flag bit (process: HLT) : 0 at: 0x6a477d0
 OBJ: TBranch	HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_DZ_PFHT350	Trigger/flag bit (process: HLT) : 0 at: 0x6a498e0
 OBJ: TBranch	HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT350	Trigger/flag bit (process: HLT) : 0 at: 0x6a4ba20
 OBJ: TBranch	HLT_DoubleMu4_3_Bs	Trigger/flag bit (process: HLT) : 0 at: 0x6a4db30
 OBJ: TBranch	HLT_DoubleMu4_3_Jpsi_Displaced	Trigger/flag bit (process: HLT) : 0 at: 0x6a4fc10
 OBJ: TBranch	HLT_DoubleMu4_JpsiTrk_Displaced	Trigger/flag bit (process: HLT) : 0 at: 0x6a51cf0
 OBJ: TBranch	HLT_DoubleMu4_LowMassNonResonantTrk_Displaced	Trigger/flag bit (process: HLT) : 0 at: 0x6a53dd0
 OBJ: TBranch	HLT_DoubleMu3_Trk_Tau3mu	Trigger/flag bit (process: HLT) : 0 at: 0x6a55ee0
 OBJ: TBranch	HLT_DoubleMu4_PsiPrimeTrk_Displaced	Trigger/flag bit (process: HLT) : 0 at: 0x6a57fc0
 OBJ: TBranch	HLT_DoubleMu4_Mass8_DZ_PFHT350	Trigger/flag bit (process: HLT) : 0 at: 0x6a5a0d0
 OBJ: TBranch	HLT_DoubleMu8_Mass8_PFHT350	Trigger/flag bit (process: HLT) : 0 at: 0x6a5c1b0
 OBJ: TBranch	HLT_Mu3_PFJet40	Trigger/flag bit (process: HLT) : 0 at: 0x6a5e290
 OBJ: TBranch	HLT_Mu7p5_L2Mu2_Jpsi	Trigger/flag bit (process: HLT) : 0 at: 0x6a60340
 OBJ: TBranch	HLT_Mu7p5_L2Mu2_Upsilon	Trigger/flag bit (process: HLT) : 0 at: 0x6a62420
 OBJ: TBranch	HLT_Mu7p5_Track2_Jpsi	Trigger/flag bit (process: HLT) : 0 at: 0x6a64500
 OBJ: TBranch	HLT_Mu7p5_Track3p5_Jpsi	Trigger/flag bit (process: HLT) : 0 at: 0x6a665e0
 OBJ: TBranch	HLT_Mu7p5_Track7_Jpsi	Trigger/flag bit (process: HLT) : 0 at: 0x6a686c0
 OBJ: TBranch	HLT_Mu7p5_Track2_Upsilon	Trigger/flag bit (process: HLT) : 0 at: 0x6a6a7a0
 OBJ: TBranch	HLT_Mu7p5_Track3p5_Upsilon	Trigger/flag bit (process: HLT) : 0 at: 0x6a6c880
 OBJ: TBranch	HLT_Mu7p5_Track7_Upsilon	Trigger/flag bit (process: HLT) : 0 at: 0x6a6e960
 OBJ: TBranch	HLT_DoublePhoton33_CaloIdL	Trigger/flag bit (process: HLT) : 0 at: 0x6a70a40
 OBJ: TBranch	HLT_DoublePhoton70	Trigger/flag bit (process: HLT) : 0 at: 0x6a72b20
 OBJ: TBranch	HLT_DoublePhoton85	Trigger/flag bit (process: HLT) : 0 at: 0x6a74c00
 OBJ: TBranch	HLT_Ele20_WPTight_Gsf	Trigger/flag bit (process: HLT) : 0 at: 0x6a76ce0
 OBJ: TBranch	HLT_Ele20_WPLoose_Gsf	Trigger/flag bit (process: HLT) : 0 at: 0x6a78dc0
 OBJ: TBranch	HLT_Ele20_eta2p1_WPLoose_Gsf	Trigger/flag bit (process: HLT) : 0 at: 0x6a7aea0
 OBJ: TBranch	HLT_DiEle27_WPTightCaloOnly_L1DoubleEG	Trigger/flag bit (process: HLT) : 0 at: 0x6a7cf80
 OBJ: TBranch	HLT_Ele27_WPTight_Gsf	Trigger/flag bit (process: HLT) : 0 at: 0x6a7f090
 OBJ: TBranch	HLT_Ele35_WPTight_Gsf	Trigger/flag bit (process: HLT) : 0 at: 0x6a81170
 OBJ: TBranch	HLT_Ele38_WPTight_Gsf	Trigger/flag bit (process: HLT) : 0 at: 0x6a83250
 OBJ: TBranch	HLT_Ele40_WPTight_Gsf	Trigger/flag bit (process: HLT) : 0 at: 0x6a85330
 OBJ: TBranch	HLT_Ele32_WPTight_Gsf_L1DoubleEG	Trigger/flag bit (process: HLT) : 0 at: 0x6a87410
 OBJ: TBranch	HLT_HT450_Beamspot	Trigger/flag bit (process: HLT) : 0 at: 0x6a89520
 OBJ: TBranch	HLT_HT300_Beamspot	Trigger/flag bit (process: HLT) : 0 at: 0x6a8b600
 OBJ: TBranch	HLT_IsoMu20_eta2p1_LooseChargedIsoPFTau27_eta2p1_CrossL1	Trigger/flag bit (process: HLT) : 0 at: 0x6a8d6e0
 OBJ: TBranch	HLT_IsoMu20_eta2p1_MediumChargedIsoPFTau27_eta2p1_CrossL1	Trigger/flag bit (process: HLT) : 0 at: 0x6a8f820
 OBJ: TBranch	HLT_IsoMu20_eta2p1_TightChargedIsoPFTau27_eta2p1_CrossL1	Trigger/flag bit (process: HLT) : 0 at: 0x6a91960
 OBJ: TBranch	HLT_IsoMu20_eta2p1_LooseChargedIsoPFTau27_eta2p1_TightID_CrossL1	Trigger/flag bit (process: HLT) : 0 at: 0x6a93aa0
 OBJ: TBranch	HLT_IsoMu20_eta2p1_MediumChargedIsoPFTau27_eta2p1_TightID_CrossL1	Trigger/flag bit (process: HLT) : 0 at: 0x6a95c10
 OBJ: TBranch	HLT_IsoMu20_eta2p1_TightChargedIsoPFTau27_eta2p1_TightID_CrossL1	Trigger/flag bit (process: HLT) : 0 at: 0x6a97d80
 OBJ: TBranch	HLT_IsoMu24_eta2p1_LooseChargedIsoPFTau20_SingleL1	Trigger/flag bit (process: HLT) : 0 at: 0x6a99ef0
 OBJ: TBranch	HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau20_SingleL1	Trigger/flag bit (process: HLT) : 0 at: 0x6a9c030
 OBJ: TBranch	HLT_IsoMu24_eta2p1_TightChargedIsoPFTau20_SingleL1	Trigger/flag bit (process: HLT) : 0 at: 0x6a9e170
 OBJ: TBranch	HLT_IsoMu24_eta2p1_LooseChargedIsoPFTau20_TightID_SingleL1	Trigger/flag bit (process: HLT) : 0 at: 0x6aa02b0
 OBJ: TBranch	HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau20_TightID_SingleL1	Trigger/flag bit (process: HLT) : 0 at: 0x6aa23f0
 OBJ: TBranch	HLT_IsoMu24_eta2p1_TightChargedIsoPFTau20_TightID_SingleL1	Trigger/flag bit (process: HLT) : 0 at: 0x6aa4530
 OBJ: TBranch	HLT_IsoMu20	Trigger/flag bit (process: HLT) : 0 at: 0x6aa6670
 OBJ: TBranch	HLT_IsoMu24	Trigger/flag bit (process: HLT) : 0 at: 0x6aa86c0
 OBJ: TBranch	HLT_IsoMu24_eta2p1	Trigger/flag bit (process: HLT) : 0 at: 0x6aaa710
 OBJ: TBranch	HLT_IsoMu27	Trigger/flag bit (process: HLT) : 0 at: 0x6aac7f0
 OBJ: TBranch	HLT_UncorrectedJetE30_NoBPTX	Trigger/flag bit (process: HLT) : 0 at: 0x6aae840
 OBJ: TBranch	HLT_UncorrectedJetE30_NoBPTX3BX	Trigger/flag bit (process: HLT) : 0 at: 0x6ab0920
 OBJ: TBranch	HLT_UncorrectedJetE60_NoBPTX3BX	Trigger/flag bit (process: HLT) : 0 at: 0x6ab2a00
 OBJ: TBranch	HLT_UncorrectedJetE70_NoBPTX3BX	Trigger/flag bit (process: HLT) : 0 at: 0x6ab4ae0
 OBJ: TBranch	HLT_L1SingleMu18	Trigger/flag bit (process: HLT) : 0 at: 0x6ab6bc0
 OBJ: TBranch	HLT_L1SingleMu25	Trigger/flag bit (process: HLT) : 0 at: 0x6ab8ca0
 OBJ: TBranch	HLT_L2Mu10	Trigger/flag bit (process: HLT) : 0 at: 0x6abad80
 OBJ: TBranch	HLT_L2Mu10_NoVertex_NoBPTX3BX	Trigger/flag bit (process: HLT) : 0 at: 0x6abcdd0
 OBJ: TBranch	HLT_L2Mu10_NoVertex_NoBPTX	Trigger/flag bit (process: HLT) : 0 at: 0x6abeeb0
 OBJ: TBranch	HLT_L2Mu45_NoVertex_3Sta_NoBPTX3BX	Trigger/flag bit (process: HLT) : 0 at: 0x6ac0f90
 OBJ: TBranch	HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX	Trigger/flag bit (process: HLT) : 0 at: 0x6ac30a0
 OBJ: TBranch	HLT_L2Mu50	Trigger/flag bit (process: HLT) : 0 at: 0x6ac51b0
 OBJ: TBranch	HLT_DoubleL2Mu50	Trigger/flag bit (process: HLT) : 0 at: 0x6ac7200
 OBJ: TBranch	HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL	Trigger/flag bit (process: HLT) : 0 at: 0x6ac92e0
 OBJ: TBranch	HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ	Trigger/flag bit (process: HLT) : 0 at: 0x6acb3f0
 OBJ: TBranch	HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8	Trigger/flag bit (process: HLT) : 0 at: 0x6acd500
 OBJ: TBranch	HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8	Trigger/flag bit (process: HLT) : 0 at: 0x6acf610
 OBJ: TBranch	HLT_Mu25_TkMu0_Onia	Trigger/flag bit (process: HLT) : 0 at: 0x6ad1720
 OBJ: TBranch	HLT_Mu30_TkMu0_Onia	Trigger/flag bit (process: HLT) : 0 at: 0x6ad3800
 OBJ: TBranch	HLT_Mu20_TkMu0_Phi	Trigger/flag bit (process: HLT) : 0 at: 0x6ad58e0
 OBJ: TBranch	HLT_Mu25_TkMu0_Phi	Trigger/flag bit (process: HLT) : 0 at: 0x6ad79c0
 OBJ: TBranch	HLT_Mu20	Trigger/flag bit (process: HLT) : 0 at: 0x6ad9aa0
 OBJ: TBranch	HLT_Mu27	Trigger/flag bit (process: HLT) : 0 at: 0x6adbaf0
 OBJ: TBranch	HLT_Mu50	Trigger/flag bit (process: HLT) : 0 at: 0x6addb40
 OBJ: TBranch	HLT_OldMu100	Trigger/flag bit (process: HLT) : 0 at: 0x6adfb90
 OBJ: TBranch	HLT_TkMu100	Trigger/flag bit (process: HLT) : 0 at: 0x6ae1be0
 OBJ: TBranch	HLT_DiPFJet15_NoCaloMatched	Trigger/flag bit (process: HLT) : 0 at: 0x6ae3c30
 OBJ: TBranch	HLT_DiPFJet25_NoCaloMatched	Trigger/flag bit (process: HLT) : 0 at: 0x6ae5d10
 OBJ: TBranch	HLT_DiPFJet15_FBEta3_NoCaloMatched	Trigger/flag bit (process: HLT) : 0 at: 0x6ae7df0
 OBJ: TBranch	HLT_DiPFJet25_FBEta3_NoCaloMatched	Trigger/flag bit (process: HLT) : 0 at: 0x6ae9f00
 OBJ: TBranch	HLT_DiPFJetAve15_HFJEC	Trigger/flag bit (process: HLT) : 0 at: 0x6aec010
 OBJ: TBranch	HLT_DiPFJetAve25_HFJEC	Trigger/flag bit (process: HLT) : 0 at: 0x6aee0f0
 OBJ: TBranch	HLT_DiPFJetAve35_HFJEC	Trigger/flag bit (process: HLT) : 0 at: 0x6af01d0
 OBJ: TBranch	HLT_AK8PFJet40	Trigger/flag bit (process: HLT) : 0 at: 0x6af22b0
 OBJ: TBranch	HLT_AK8PFJet60	Trigger/flag bit (process: HLT) : 0 at: 0x6af4300
 OBJ: TBranch	HLT_AK8PFJet80	Trigger/flag bit (process: HLT) : 0 at: 0x6af6350
 OBJ: TBranch	HLT_AK8PFJet140	Trigger/flag bit (process: HLT) : 0 at: 0x6af83a0
 OBJ: TBranch	HLT_AK8PFJet200	Trigger/flag bit (process: HLT) : 0 at: 0x6afa450
 OBJ: TBranch	HLT_AK8PFJet260	Trigger/flag bit (process: HLT) : 0 at: 0x6afc500
 OBJ: TBranch	HLT_AK8PFJet320	Trigger/flag bit (process: HLT) : 0 at: 0x6afe5b0
 OBJ: TBranch	HLT_AK8PFJet400	Trigger/flag bit (process: HLT) : 0 at: 0x6b00660
 OBJ: TBranch	HLT_AK8PFJet450	Trigger/flag bit (process: HLT) : 0 at: 0x6b02710
 OBJ: TBranch	HLT_AK8PFJet500	Trigger/flag bit (process: HLT) : 0 at: 0x6b047c0
 OBJ: TBranch	HLT_AK8PFJet550	Trigger/flag bit (process: HLT) : 0 at: 0x6b06870
 OBJ: TBranch	HLT_PFJet40	Trigger/flag bit (process: HLT) : 0 at: 0x6b08920
 OBJ: TBranch	HLT_PFJet60	Trigger/flag bit (process: HLT) : 0 at: 0x6b0a970
 OBJ: TBranch	HLT_PFJet80	Trigger/flag bit (process: HLT) : 0 at: 0x6b0c9c0
 OBJ: TBranch	HLT_PFJet140	Trigger/flag bit (process: HLT) : 0 at: 0x6b0ea10
 OBJ: TBranch	HLT_PFJet200	Trigger/flag bit (process: HLT) : 0 at: 0x6b10a60
 OBJ: TBranch	HLT_PFJet260	Trigger/flag bit (process: HLT) : 0 at: 0x6b12ab0
 OBJ: TBranch	HLT_PFJet320	Trigger/flag bit (process: HLT) : 0 at: 0x6b14b00
 OBJ: TBranch	HLT_PFJet400	Trigger/flag bit (process: HLT) : 0 at: 0x6b16b50
 OBJ: TBranch	HLT_PFJet450	Trigger/flag bit (process: HLT) : 0 at: 0x6b18ba0
 OBJ: TBranch	HLT_PFJet500	Trigger/flag bit (process: HLT) : 0 at: 0x6b1abf0
 OBJ: TBranch	HLT_PFJet550	Trigger/flag bit (process: HLT) : 0 at: 0x6b1cc40
 OBJ: TBranch	HLT_PFJetFwd40	Trigger/flag bit (process: HLT) : 0 at: 0x6b1ec90
 OBJ: TBranch	HLT_PFJetFwd60	Trigger/flag bit (process: HLT) : 0 at: 0x6b20ce0
 OBJ: TBranch	HLT_PFJetFwd80	Trigger/flag bit (process: HLT) : 0 at: 0x6b22d30
 OBJ: TBranch	HLT_PFJetFwd140	Trigger/flag bit (process: HLT) : 0 at: 0x6b24d80
 OBJ: TBranch	HLT_PFJetFwd200	Trigger/flag bit (process: HLT) : 0 at: 0x6b26e30
 OBJ: TBranch	HLT_PFJetFwd260	Trigger/flag bit (process: HLT) : 0 at: 0x6b28ee0
 OBJ: TBranch	HLT_PFJetFwd320	Trigger/flag bit (process: HLT) : 0 at: 0x6b2af90
 OBJ: TBranch	HLT_PFJetFwd400	Trigger/flag bit (process: HLT) : 0 at: 0x6b2d040
 OBJ: TBranch	HLT_PFJetFwd450	Trigger/flag bit (process: HLT) : 0 at: 0x6b2f0f0
 OBJ: TBranch	HLT_PFJetFwd500	Trigger/flag bit (process: HLT) : 0 at: 0x6b311a0
 OBJ: TBranch	HLT_AK8PFJetFwd40	Trigger/flag bit (process: HLT) : 0 at: 0x6b33250
 OBJ: TBranch	HLT_AK8PFJetFwd60	Trigger/flag bit (process: HLT) : 0 at: 0x6b35330
 OBJ: TBranch	HLT_AK8PFJetFwd80	Trigger/flag bit (process: HLT) : 0 at: 0x6b37410
 OBJ: TBranch	HLT_AK8PFJetFwd140	Trigger/flag bit (process: HLT) : 0 at: 0x6b394f0
 OBJ: TBranch	HLT_AK8PFJetFwd200	Trigger/flag bit (process: HLT) : 0 at: 0x6b3b5d0
 OBJ: TBranch	HLT_AK8PFJetFwd260	Trigger/flag bit (process: HLT) : 0 at: 0x6b3d6b0
 OBJ: TBranch	HLT_AK8PFJetFwd320	Trigger/flag bit (process: HLT) : 0 at: 0x6b3f790
 OBJ: TBranch	HLT_AK8PFJetFwd400	Trigger/flag bit (process: HLT) : 0 at: 0x6b41870
 OBJ: TBranch	HLT_AK8PFJetFwd450	Trigger/flag bit (process: HLT) : 0 at: 0x6b43950
 OBJ: TBranch	HLT_AK8PFJetFwd500	Trigger/flag bit (process: HLT) : 0 at: 0x6b45a30
 OBJ: TBranch	HLT_PFHT180	Trigger/flag bit (process: HLT) : 0 at: 0x6b47b10
 OBJ: TBranch	HLT_PFHT250	Trigger/flag bit (process: HLT) : 0 at: 0x6b49b60
 OBJ: TBranch	HLT_PFHT370	Trigger/flag bit (process: HLT) : 0 at: 0x6b4bbb0
 OBJ: TBranch	HLT_PFHT430	Trigger/flag bit (process: HLT) : 0 at: 0x6b4dc00
 OBJ: TBranch	HLT_PFHT510	Trigger/flag bit (process: HLT) : 0 at: 0x6b4fc50
 OBJ: TBranch	HLT_PFHT590	Trigger/flag bit (process: HLT) : 0 at: 0x6b51ca0
 OBJ: TBranch	HLT_PFHT680	Trigger/flag bit (process: HLT) : 0 at: 0x6b53cf0
 OBJ: TBranch	HLT_PFHT780	Trigger/flag bit (process: HLT) : 0 at: 0x6b55d40
 OBJ: TBranch	HLT_PFHT890	Trigger/flag bit (process: HLT) : 0 at: 0x6b57d90
 OBJ: TBranch	HLT_PFHT1050	Trigger/flag bit (process: HLT) : 0 at: 0x6b59de0
 OBJ: TBranch	HLT_PFHT500_PFMET100_PFMHT100_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b5be30
 OBJ: TBranch	HLT_PFHT500_PFMET110_PFMHT110_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b5df40
 OBJ: TBranch	HLT_PFHT700_PFMET85_PFMHT85_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b60050
 OBJ: TBranch	HLT_PFHT700_PFMET95_PFMHT95_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b62160
 OBJ: TBranch	HLT_PFHT800_PFMET75_PFMHT75_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b64270
 OBJ: TBranch	HLT_PFHT800_PFMET85_PFMHT85_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b66380
 OBJ: TBranch	HLT_PFMET110_PFMHT110_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b68490
 OBJ: TBranch	HLT_PFMET120_PFMHT120_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b6a570
 OBJ: TBranch	HLT_PFMET130_PFMHT130_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b6c650
 OBJ: TBranch	HLT_PFMET140_PFMHT140_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b6e730
 OBJ: TBranch	HLT_PFMET100_PFMHT100_IDTight_CaloBTagCSV_3p1	Trigger/flag bit (process: HLT) : 0 at: 0x6b70810
 OBJ: TBranch	HLT_PFMET110_PFMHT110_IDTight_CaloBTagCSV_3p1	Trigger/flag bit (process: HLT) : 0 at: 0x6b72920
 OBJ: TBranch	HLT_PFMET120_PFMHT120_IDTight_CaloBTagCSV_3p1	Trigger/flag bit (process: HLT) : 0 at: 0x6b74a30
 OBJ: TBranch	HLT_PFMET130_PFMHT130_IDTight_CaloBTagCSV_3p1	Trigger/flag bit (process: HLT) : 0 at: 0x6b76b40
 OBJ: TBranch	HLT_PFMET140_PFMHT140_IDTight_CaloBTagCSV_3p1	Trigger/flag bit (process: HLT) : 0 at: 0x6b78c50
 OBJ: TBranch	HLT_PFMET120_PFMHT120_IDTight_PFHT60	Trigger/flag bit (process: HLT) : 0 at: 0x6b7ad60
 OBJ: TBranch	HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60	Trigger/flag bit (process: HLT) : 0 at: 0x6b7ce70
 OBJ: TBranch	HLT_PFMETTypeOne120_PFMHT120_IDTight_PFHT60	Trigger/flag bit (process: HLT) : 0 at: 0x6b7ef80
 OBJ: TBranch	HLT_PFMETTypeOne110_PFMHT110_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b81090
 OBJ: TBranch	HLT_PFMETTypeOne120_PFMHT120_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b831a0
 OBJ: TBranch	HLT_PFMETTypeOne130_PFMHT130_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b852b0
 OBJ: TBranch	HLT_PFMETTypeOne140_PFMHT140_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b873c0
 OBJ: TBranch	HLT_PFMETNoMu110_PFMHTNoMu110_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b894d0
 OBJ: TBranch	HLT_PFMETNoMu120_PFMHTNoMu120_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b8b5e0
 OBJ: TBranch	HLT_PFMETNoMu130_PFMHTNoMu130_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b8d6f0
 OBJ: TBranch	HLT_PFMETNoMu140_PFMHTNoMu140_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b8f800
 OBJ: TBranch	HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b91910
 OBJ: TBranch	HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b93a50
 OBJ: TBranch	HLT_MonoCentralPFJet80_PFMETNoMu130_PFMHTNoMu130_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b95b90
 OBJ: TBranch	HLT_MonoCentralPFJet80_PFMETNoMu140_PFMHTNoMu140_IDTight	Trigger/flag bit (process: HLT) : 0 at: 0x6b97cd0
 OBJ: TBranch	HLT_L1ETMHadSeeds	Trigger/flag bit (process: HLT) : 0 at: 0x6b99e10
 OBJ: TBranch	HLT_CaloMHT90	Trigger/flag bit (process: HLT) : 0 at: 0x6b9bef0
 OBJ: TBranch	HLT_CaloMET80_NotCleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6b9df40
 OBJ: TBranch	HLT_CaloMET90_NotCleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6ba0020
 OBJ: TBranch	HLT_CaloMET100_NotCleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6ba2100
 OBJ: TBranch	HLT_CaloMET110_NotCleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6ba41e0
 OBJ: TBranch	HLT_CaloMET250_NotCleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6ba62c0
 OBJ: TBranch	HLT_CaloMET70_HBHECleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6ba83a0
 OBJ: TBranch	HLT_CaloMET80_HBHECleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6baa480
 OBJ: TBranch	HLT_CaloMET90_HBHECleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6bac560
 OBJ: TBranch	HLT_CaloMET100_HBHECleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6bae640
 OBJ: TBranch	HLT_CaloMET250_HBHECleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6bb0720
 OBJ: TBranch	HLT_CaloMET300_HBHECleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6bb2800
 OBJ: TBranch	HLT_CaloMET350_HBHECleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6bb48e0
 OBJ: TBranch	HLT_PFMET200_NotCleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6bb69c0
 OBJ: TBranch	HLT_PFMET200_HBHECleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6bb8aa0
 OBJ: TBranch	HLT_PFMET250_HBHECleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6bbab80
 OBJ: TBranch	HLT_PFMET300_HBHECleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6bbcc60
 OBJ: TBranch	HLT_PFMET200_HBHE_BeamHaloCleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6bbed40
 OBJ: TBranch	HLT_PFMETTypeOne200_HBHE_BeamHaloCleaned	Trigger/flag bit (process: HLT) : 0 at: 0x6bc0e50
 OBJ: TBranch	HLT_MET105_IsoTrk50	Trigger/flag bit (process: HLT) : 0 at: 0x6bc2f60
 OBJ: TBranch	HLT_MET120_IsoTrk50	Trigger/flag bit (process: HLT) : 0 at: 0x6bc5040
 OBJ: TBranch	HLT_SingleJet30_Mu12_SinglePFJet40	Trigger/flag bit (process: HLT) : 0 at: 0x6bc7120
 OBJ: TBranch	HLT_Mu12_DoublePFJets40_CaloBTagCSV_p33	Trigger/flag bit (process: HLT) : 0 at: 0x6bc9230
 OBJ: TBranch	HLT_Mu12_DoublePFJets100_CaloBTagCSV_p33	Trigger/flag bit (process: HLT) : 0 at: 0x6bcb340
 OBJ: TBranch	HLT_Mu12_DoublePFJets200_CaloBTagCSV_p33	Trigger/flag bit (process: HLT) : 0 at: 0x6bcd450
